,PIB par capita,Vitesse de téléchargement (Mb/s) moyenne,"Litres d'alcool consommé par an, par capita chez 15+",Homicide volontaire par 100k personnes,%PIB dépensé dans le militaire,Indice de développement humain,Indice de démocratie,% d'éducation tertiare de 2 ans atteint,% d'importance de la religion,% de chrétiens,% de musulmans,% de bouddhistes,% de juifs,Mortalité en dessous de 5 ans (mort/1k naissance),Age de responsabilité criminelle,Salaire minimum annuel,Dette externe en % de PIB,Indice de Gini en %,Dépense en santé par capita,Taux de suicide,Taux de fertilité,Consommateur de tabac chez 15+,Taux d'obésité,Taux d'utilisateur d'Internet,Age médian,Score de liberté économique,Production de pétrole,Taux de croissance de population,Espérance de vie,Consommation de viande en kg par capita,Taux d'incarcération par 100k,Taux d'alphabétisation,Age de premier marriage,"Dépense en éducation, % du PIB",Taux d'itinérance par 100k,Consommation de lait par capita,Nombre d'articles scientifique par capita,Livres publiés par année,Consommation de nourriture en kilocalories,Température annuelle moyenne,corr_a1,corr_a2
Age de premier marriage,0.635409576401867,0.3212953346909825,0.5007074621055815,-0.10264769033578786,-0.06909929398798474,0.7887345970142297,0.6843977585918141,-0.018695128353436445,-0.5651235059426283,0.19837535419917396,-0.3039607703130106,-0.1329515855437087,0.06212176417788829,-0.68331460485237,0.20201867905590662,0.5893539353729433,0.4215128247590028,-0.32514063888399636,0.07212749920568402,-0.09187943818704446,-0.7193598801442675,0.4617609068625061,0.5581424917355471,0.7285826908274122,0.754937604765299,0.5626339255549425,0.11761036823151802,-0.6085179760707095,0.7331480128443487,0.7233043648284967,0.01992802266371939,0.48731987096650603,1.0,0.33789598445999003,-0.20863834530094874,0.6681607215276001,0.6905606972336177,0.18394048948568092,0.6869314951397514,-0.510928761247033,0.1387494387447996,0.24292582867627946
"Dépense en éducation, % du PIB",0.2117602439193996,0.1315913670545778,0.21777831804293704,0.12540943959599443,0.27388469476699334,0.2715286823436485,0.3536971471805958,-0.05511460219517399,-0.2909872720244327,0.17573742219381144,-0.22475130234925728,-0.04810033031908224,0.0925037486628207,-0.25315629762345454,0.08747638296049641,0.18764699726124565,0.074941585998458,0.03422582909386494,0.08669518713139583,0.18961079085383611,-0.24341540196246655,-0.015772506259581716,0.26479828438236125,0.1782002543548943,0.23325482265585706,0.01427933481679611,0.05615428087886025,-0.18869807886328382,0.19184705099237157,0.2486755224380141,0.055715351093763146,0.1740894963247108,0.33789598445999003,1.0,-0.038029964581944256,0.2569706892228808,0.2960951896233921,-0.043369436637478186,0.2566923652819523,-0.1986925851689121,0.06667440157122094,-0.02039258874906826
Taux d'itinérance par 100k,-0.20661945308142599,-0.0170031698357504,-0.2618750107463501,0.18356441134914883,-0.16607334698516127,-0.3420220557318073,-0.333879234573625,0.047355060052240563,0.19691177915918673,-0.11642662322131725,0.2619022778119347,-0.037907141559455244,-0.05708480183209199,0.2766410101623456,-0.19489973327264745,-0.22030611652685275,-0.11070708202030723,0.11217582085903648,-0.07470870694334696,-0.11395609072337393,0.2299318944669424,-0.03702699748860805,-0.08101441943940313,-0.2488594204847425,-0.29386017111586016,-0.1495973223850458,-0.08383486425983788,0.06086738228321728,-0.27040814508040817,-0.28583594066569457,-0.19192189021506081,-0.2202145288488336,-0.20863834530094874,-0.038029964581944256,1.0,-0.16735015004804465,-0.2114774293317671,-0.11454796016195537,-0.23743260635172025,0.1458768633371062,-0.08800797267885296,-0.13436641155957313
Consommation de lait par capita,0.6232055128099525,0.19422468335919316,0.47373764954831654,-0.22400675516965213,0.04519378269385135,0.7116177199881959,0.5382385850641683,0.1400785673026598,-0.5960526559907765,0.16429084969656982,-0.1757163784381499,-0.14844815480978832,0.16647515201046081,-0.5972506864176838,0.24326388954439232,0.5405467575002548,0.3422581740763794,-0.4752050842679118,0.07160961247879222,-0.054288899612704625,-0.5733281363559029,0.4824722062675015,0.4948255677489801,0.6358905855143322,0.7097369105422752,0.5101748320448992,0.1659771758330921,-0.5563041174571793,0.6551729239844966,0.615527581890491,-0.049764311606765435,0.5253850525581013,0.6681607215276001,0.2569706892228808,-0.16735015004804465,1.0,0.6665522315931098,0.13521663532919864,0.705102268808363,-0.6521381988228845,0.18746563192843982,0.19575725568821378
Nombre d'articles scientifique par capita,0.8836708944469874,0.546426741710301,0.47267148600041947,-0.3099778466819166,0.0059305496538384584,0.7267777973719901,0.6504759760175145,0.27783099624413393,-0.6042306208707396,0.1366740244777603,-0.28033041983087087,-0.08718956475327028,0.13404379721756446,-0.5049237668119422,0.1651173154889829,0.6865022070586674,0.5249743878783325,-0.40822294638712014,0.1871638003863588,-0.028273675663698462,-0.5152737897198317,0.4010411803217209,0.3051983673543979,0.6117646290297347,0.6398647146023104,0.6857592549643796,0.2042555215684187,-0.3743473416221345,0.7153161369020933,0.7399242860511923,-0.21841122764215803,0.2680157275659341,0.6905606972336177,0.2960951896233921,-0.2114774293317671,0.6665522315931098,1.0,0.14588389355500894,0.5963548848132392,-0.49351462318599354,0.23684777335726126,0.2308218270326517
Livres publiés par année,0.22555236943430781,0.27875971845137126,0.1460697443462016,-0.14307921995140957,-0.06402210126744737,0.2688559211273704,0.13869211004493287,0.03591083465228085,-0.26780092661549854,-0.0934488008124334,-0.08676952789828327,-0.07469574877289226,0.3658794857609075,-0.22964849402991153,0.03332955280133537,0.31157530245470916,0.027617056151584128,-0.04694170925263803,0.3628890169269847,-0.03625597512487873,-0.25056022161066155,0.17705739714699706,0.0338127267130036,0.34186110421759247,0.30635746312509504,0.17091727728857223,-0.043241901057360005,-0.20328724417211935,0.26209054430428,0.10143308275707262,-0.015914995815281288,0.1281860219391627,0.18394048948568092,-0.043369436637478186,-0.11454796016195537,0.13521663532919864,0.14588389355500894,1.0,0.29221635598733203,-0.25388569186473947,-0.06776985772021452,0.994320531979184
Consommation de nourriture en kilocalories,0.6067264295676535,0.2800780900746773,0.37997229098174296,-0.2788574824419411,0.15205287101872617,0.8121037828257476,0.5016497728974221,-0.005465093268155086,-0.5175053444831913,-0.022714107592750304,-0.09505713856608297,-0.02823698269632682,0.24420891690607058,-0.6970595229835423,0.22024463582517603,0.595228996546088,0.3216830417794477,-0.41875030108219147,0.10834647148388797,-0.1595117575879704,-0.6773941980015641,0.5234736189412236,0.5809561388215697,0.7533108218726591,0.7532750158982576,0.5508079794604259,0.15578975403902307,-0.5698405002919495,0.7738889083408865,0.6231041220048272,0.07688477941288276,0.456579156647637,0.6869314951397514,0.2566923652819523,-0.23743260635172025,0.705102268808363,0.5963548848132392,0.29221635598733203,1.0,-0.476666897545064,0.17108671739368367,0.3475152950041293
Température annuelle moyenne,-0.4052437885415282,-0.24529872031268712,-0.5391891025816685,0.27546266964245436,0.16582854097614394,-0.5449530827913386,-0.3734595798180322,-0.24473003621923212,0.6572724137936066,-0.1289085617321558,0.22431419271955053,0.12444153528800514,-0.07791744737007368,0.4957404514770231,-0.34405996101308867,-0.4183764196201217,-0.21521655716156682,0.48811270481998026,-0.1110788107161993,-0.1409222821228856,0.49363465011595237,-0.5730538258829356,-0.2787870343354992,-0.4966090862087384,-0.6352261785077847,-0.42336752509291203,0.03216586862813144,0.5657597616744687,-0.45912573790769556,-0.41449790843462697,0.03357454742625814,-0.549272350545052,-0.510928761247033,-0.1986925851689121,0.1458768633371062,-0.6521381988228845,-0.49351462318599354,-0.25388569186473947,-0.476666897545064,1.0,0.021760417179036238,-0.2843722092392463
corr_a1,0.33397851674163864,0.07528353944692714,-0.09461569026005534,-0.0680314454033637,0.30564251373545276,0.23987601909070527,0.010448012366782396,0.2296838364543693,-0.010981041382587303,-0.10455112815956773,0.13728953346433714,-0.04400935944237008,-0.026119317108333002,-0.1609632150881705,-0.07366583780553797,0.03252699571674849,0.003433430297937365,-0.019056528632170465,0.10475808292855822,0.06629600798417752,-0.13520044718029384,0.009960249593791076,0.2749577561154673,0.2539436861264858,0.09919675138168836,0.19366945915504813,0.9987693951101332,0.12714828838494258,0.18681640205440012,0.2070379092402555,-0.11640211102635824,-0.06930668573199036,0.1387494387447996,0.06667440157122094,-0.08800797267885296,0.18746563192843982,0.23684777335726126,-0.06776985772021452,0.17108671739368367,0.021760417179036238,1.0,4.777322645751156e-17
corr_a2,0.3224298791676013,0.32676710266199044,0.17839712634059837,-0.16607542928138186,-0.0454454193748958,0.33672548096092025,0.1909791131512248,0.07599189108783981,-0.3116712447830603,-0.08669009283769015,-0.10331552545106899,-0.08150559925408973,0.3779915020873256,-0.27468234172794076,0.039794522627378245,0.3776835674166628,0.06765976576237315,-0.07512334338262355,0.38313637772690023,-0.0359000117684925,-0.2945101682373767,0.21375231866701275,0.0745695850619777,0.39873585846848825,0.3561842889060862,0.23530123614559767,0.02088153599965446,-0.21980092060513887,0.32710799204790564,0.1737545507498141,-0.035602155738291424,0.14203016748763933,0.24292582867627946,-0.02039258874906826,-0.13436641155957313,0.19575725568821378,0.2308218270326517,0.994320531979184,0.3475152950041293,-0.2843722092392463,4.777322645751156e-17,1.0
